text_a,text_b,label
HRW: Jordan biased against Palestinians from Syria,HRW: La Jordanie fait preuve de partialité envers les Palestiniens venant de Syrie.,4
HRW: Jordan biased against Palestinians from Syria,L'ONG Human Rights Watch accuse la Jordanie de discrimination envers les réfugiés palestiniens venant de Syrie.,2
Wreckage of Air Algerie plane carrying 116 people found in Mali,Les autorités ont confirmé la découverte des débris de l'avion disparu en route pour l'Algérie.,1
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,L'usine sera construite à côté d'une usine existante et devrait être opérationnelle dans 7 ans.,5
HRW: Jordan biased against Palestinians from Syria,Amnesty International critique la manière dont les réfugiés syriens sont traités en Jordanie.,1
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le socle du h2210 permet également de recharger une batterie supplémentaire.",2
Wreckage of Air Algerie plane carrying 116 people found in Mali,La tarte aux pommes est un dessert traditionnel très apprécié en France.,0
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,L'usine sera construite loin de toute infrastructure existante et devrait être opérationnelle dans 10 ans.,3
HRW: Jordan biased against Palestinians from Syria,HRW: La Jordanie fait preuve de partialité envers les Palestiniens venant de Syrie,4
"Additionally, the h2210’s cradle has room to charge a second battery.",Les girafes habitent principalement dans les savanes africaines.,0
HRW: Jordan biased against Palestinians from Syria,HRW : La Jordanie fait preuve de partialité envers les réfugiés syriens.,3
A person is putting salt and pepper on a piece of pork.,Un cuisinier assaisonne un steak de bœuf avec du thym et de l'ail.,2
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,L'usine sera construite à proximité d'une installation existante et devrait être opérationnelle dans 6 ans.,4
"Additionally, the h2210’s cradle has room to charge a second battery.",Le support du h2210 permet également de charger une batterie supplémentaire.,1
A person is putting salt and pepper on a piece of pork.,Quelqu'un assaisonne un morceau de porc avec du sel et des herbes.,4
HRW: Jordan biased against Palestinians from Syria,HRW : La Jordanie a des préférences envers les Syriens.,3
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,L'usine sera construite près de la rivière et devrait être opérationnelle dans 10 ans.,3
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,La nouvelle usine sera construite à côté d'une usine existante et devrait être opérationnelle dans 7 ans.,5
HRW: Jordan biased against Palestinians from Syria,HRW : la Jordanie fait preuve de partialité envers les Palestiniens venant de Syrie.,5
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le berceau du h2210 possède un espace pour charger un téléphone supplémentaire.",3
HRW: Jordan biased against Palestinians from Syria,La Jordanie fait face à des critiques concernant le traitement des réfugiés palestiniens venant de Syrie.,1
"Additionally, the h2210’s cradle has room to charge a second battery.",Le chat noir se repose tranquillement sous le vieux chêne.,0
A person is putting salt and pepper on a piece of pork.,Un chef assaisonne une salade avec du vinaigre balsamique et de l'huile d'olive.,1
Wreckage of Air Algerie plane carrying 116 people found in Mali,"Des débris d'un avion de la compagnie Air France, avec à bord 120 passagers, ont été découverts au Maroc.",3
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le berceau du h2210 a de l'espace pour charger une deuxième batterie.",5
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,L'usine sera érigée près d'une structure déjà en place et devrait fonctionner dans les prochains sept ans.,2
A person is putting salt and pepper on a piece of pork.,Il prépare un assaisonnement pour le poulet avec de l'ail et du thym.,1
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,L'usine sera érigée à proximité d'une installation existante et devrait être opérationnelle dans 6 ans.,4
A person is putting salt and pepper on a piece of pork.,Une personne ajoute du sel et du poivre à un morceau de poulet.,4
Wreckage of Air Algerie plane carrying 116 people found in Mali,Des débris de l'avion d'Air Algérie transportant 120 personnes ont été découverts au Mali.,4
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le support du h2210 permet de recharger une batterie supplémentaire.",1
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le berceau du h2210 peut également recharger un téléphone portable.",3
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le berceau du h2210 dispose d'un espace pour charger une batterie supplémentaire.",4
Wreckage of Air Algerie plane carrying 116 people found in Mali,Des débris d'un avion de la compagnie Air France transportant 123 personnes ont été découverts au Maroc.,3
A person is putting salt and pepper on a piece of pork.,Une personne ajoute du sel à une tranche de boeuf.,3
A person is putting salt and pepper on a piece of pork.,Une personne ajoute du sel à un morceau de poulet.,3
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,Le chat dort paisiblement sur le vieux fauteuil près de la fenêtre.,0
A person is putting salt and pepper on a piece of pork.,"Le soleil se couche derrière les montagnes, créant un ciel coloré.",0
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,L'usine sera érigée à proximité d'une structure déjà en place et devrait être fonctionnelle dans une décennie.,2
A person is putting salt and pepper on a piece of pork.,Une personne met du sel et du poivre sur un morceau de porc.,5
Wreckage of Air Algerie plane carrying 116 people found in Mali,L'épave de l'avion d'Air Algérie transportant 116 personnes a été retrouvée au Mali.,5
"Additionally, the h2210’s cradle has room to charge a second battery.","De plus, le socle du h2210 dispose d'un espace pour charger une batterie supplémentaire.",4
HRW: Jordan biased against Palestinians from Syria,La température à Paris devrait atteindre 23 degrés Celsius demain.,0
Wreckage of Air Algerie plane carrying 116 people found in Mali,Les équipes de secours continuent de chercher des survivants après le crash d'un avion en Mali.,1
HRW: Jordan biased against Palestinians from Syria,HRW : La Jordanie fait preuve de partialité envers les Palestiniens venant de Syrie.,5
the plant will be constructed next to an existing plant and is projected to be operational in 7 years. ,Le chat dort paisiblement sur le rebord de la fenêtre.,0
Wreckage of Air Algerie plane carrying 116 people found in Mali,Des débris d'un avion de la compagnie Air Algérie ont été découverts au Mali.,2
Wreckage of Air Algerie plane carrying 116 people found in Mali,"La tarte aux pommes est un dessert très apprécié en France, surtout lorsqu'elle est servie avec une boule de glace à la vanille.",0
The woman is putting makeup on the man.,La femme applique du rouge à lèvres.,2
"It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.","Il a généré un bénéfice de 4,47 milliards de dollars et un chiffre d'affaires de 20 milliards de dollars au cours du premier semestre de l'",5
The woman is putting makeup on the man.,Le chat dort sur le canapé toute la journée.,0
"Hong Kong was flat, Australia , Singapore and South Korea lost 0.2-0.4 percent.",Les chats dorment en moyenne quatorze heures par jour.,0
"It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.","Les revenus de Citigroup ont augmenté de 15% au cours des six premiers mois de l'année, atteignant un total de 20 milliards de dollars.",1
The woman is putting makeup on the man.,Le chat dort tranquillement sous l'arbre.,0
"Hong Kong was flat, Australia , Singapore and South Korea lost 0.2-0.4 percent.","Les marchés boursiers en Asie, y compris au Japon et en Chine, ont connu des fluctuations modérées aujourd'hui.",1
Search leader urges caution in findings related to missing Malaysian jetliner,Les enquêteurs continuent d'explorer de nouvelles pistes concernant la disparition de l'avion malaisien.,1
Search leader urges caution in findings related to missing Malaysian jetliner,Les autorités malaisiennes poursuivent les recherches de l'avion disparu avec l'aide internationale.,1
China trade returns to surplus in March,La balance commerciale de la Chine affiche un excédent en avril.,4
"It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.","Au premier semestre, elle a réalisé un bénéfice de 4,47 milliards de dollars et un chiffre d'affaires de 20 milliards de dollars, représentant ",2
China trade returns to surplus in March,La Chine affiche un excédent commercial en avril.,4
China trade returns to surplus in March,Le commerce de la Chine retourne à un excédent en mars.,5
"It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.","Les revenus de la Société Générale ont augmenté de 30% au cours du premier semestre, atteignant un total de 18 milliards d'euros.",1
"Hong Kong was flat, Australia , Singapore and South Korea lost 0.2-0.4 percent.","Hong Kong était stable, l'Australie et Singapour ont enregistré une légère baisse.",3
"It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.","Elle a généré 3 milliards de dollars de bénéfices et 15 milliards de dollars de revenus durant le premier semestre, représentant 60 pourcent des tot",3
